SampleID	k__Bacteria|Other|Other|Other	k__Bacteria|p__Actinobacteria|Other|Other	k__Bacteria|p__Actinobacteria|c__Actinobacteria|Other	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Gaiellales	k__Bacteria|p__Bacteroidetes|Other|Other	k__Bacteria|p__Bacteroidetes|c__|o__	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	k__Bacteria|p__Cyanobacteria|c__4C0d-2|o__YS2	k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Streptophyta	k__Bacteria|p__Cyanobacteria|c__Nostocophycideae|o__Stigonematales	k__Bacteria|p__Firmicutes|Other|Other	k__Bacteria|p__Firmicutes|c__Bacilli|Other	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	k__Bacteria|p__Firmicutes|c__Bacilli|o__Turicibacterales	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	k__Bacteria|p__Gemmatimonadetes|c__Gemm-1|o__	k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria]|o__Victivallales	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__RF32	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|Other	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	k__Bacteria|p__Spirochaetes|c__[Brachyspirae]|o__[Brachyspirales]	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	k__Bacteria|p__TM7|c__TM7-3|Other	k__Bacteria|p__TM7|c__TM7-3|o__	k__Bacteria|p__TM7|c__TM7-3|o__CW040	k__Bacteria|p__TM7|c__TM7-3|o__EW055	k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	k__Bacteria|p__Tenericutes|c__RF3|o__ML615J-28	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	k__Bacteria|p__WPS-2|c__|o__	k__Bacteria|p__[Thermi]|c__Deinococci|o__Deinococcales	k__Bacteria|p__[Thermi]|c__Deinococci|o__Thermales
A160TLHC.03	0.000120235661897	0.0	0.0	0.00637249008056	0.00709390405194	0.00108212095708	0.0	0.0	0.0	0.0996753637129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00168329926656	0.0	0.838884213058	0.000601178309487	0.00108212095708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000961885295179	0.0	0.0	0.0	0.000240471323795	0.0360706985692	0.0	0.0	0.000480942647589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00565107610917	0.0	0.0	0.0
E160SPP8.03	0.0	0.0	0.0	0.00355922551253	0.324743735763	0.0240603644647	0.0	0.0	0.0	0.0600797266515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000711845102506	0.0	0.57388952164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00569476082005	0.0	0.0	0.0	0.000284738041002	0.0	0.0	0.0	0.000569476082005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00640660592255	0.0	0.0	0.0
D160SV72.03	0.0	0.0	0.0	0.0188688932816	0.000693143018509	0.000975534618643	0.0	0.0	0.0	0.334531358304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000102687854594	0.0	0.00189972530999	0.0	0.56719636485	0.000487767309321	0.00233614869201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00218211691012	0.0	0.0	0.0	0.0	0.0700587887968	0.0	0.0	0.000128359818242	0.0	0.0	5.1343927297e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000487767309321	0.0	0.0	0.0
B160RX6V.03	0.0	0.0	0.0	0.00513618677043	0.0350194552529	0.00731517509728	0.0	0.0	0.0	0.0728404669261	0.0	0.0	0.0	0.0	0.0	0.0	0.000311284046693	0.0	0.0	0.00591439688716	0.0	0.861322957198	0.00373540856031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108949416342	0.00373540856031	0.0	0.0	0.00357976653696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160S60H.03	0.0	0.0	0.0	0.00309562027058	0.0073377665673	0.0215546892914	0.0	0.0	0.0	0.0684476037606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103187342353	0.0	0.877551020408	0.000917220820913	0.000229305205228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000917220820913	0.0178858060078	0.0	0.0	0.00103187342353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160SN6N.03	9.28591326957e-05	0.0	0.0	0.00102145045965	0.00343578790974	0.0190361222026	0.0	0.0	0.0	0.01067880026	0.0	0.0	0.0	0.0	0.0	0.0	9.28591326957e-05	0.0	0.0	0.00752158974835	0.0	0.923484074659	0.00102145045965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0157860525583	0.0	0.0	0.0	0.0	9.28591326957e-05	0.0	0.0	0.0176432352122	0.0	9.28591326957e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160T8L1.03	0.000137381508449	0.0	0.0	0.00769336447314	0.0715757659019	0.0743233960709	0.0	0.0	0.0	0.160049457343	0.0	0.0	0.0	0.0	0.0	0.0	0.000274763016898	0.0	0.0	0.0136007693364	0.0	0.662728396758	0.000274763016898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072812199478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000549526033796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151119659294	0.0	0.0	0.0
A160SG1R.03	0.00118680275338	0.0	0.0	0.000712081652029	0.00356040826015	0.00842629954901	0.0	0.000356040826015	0.0	0.0999287918348	0.0	0.0	0.0	0.0	0.0	0.0	0.000118680275338	0.0	0.0	0.0110372656065	0.0	0.853904581059	0.00201756468075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00890102065037	0.0	0.0	0.0	0.0	0.000237360550676	0.0	0.0	0.00818893899834	0.0	0.00142416330406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160SH2D.03	0.0	0.0	0.0	0.00382349901829	0.00444352588612	0.0170507388654	0.0	0.0	0.0	0.486824429059	0.0	0.0	0.0	0.0	0.0	0.0	0.00103337811305	0.00134339154697	0.0	0.0341014777307	0.0	0.396093830733	0.0	0.00020667562261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0550790534256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160SJ20.03	0.0	0.0	0.0	0.019728729963	0.000685025345938	0.00411015207563	0.0	0.0	0.0	0.188655980271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000137005069188	0.0	0.768735443211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000822030415125	0.0	0.0	0.0	0.000274010138375	0.0164406083025	0.0	0.0	0.000411015207563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160S8N1.03	0.00186451211933	0.0	0.0	0.000807955251709	0.0794282162834	0.0160348042262	0.0	0.0	0.0	0.0725295214419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00540708514605	0.0	0.809011808577	0.000310752019888	6.21504039776e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013797389683	0.0	0.0	0.0	0.0	0.000186451211933	0.0	0.0	0.000186451211933	0.0	0.000372902423866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160SJLS.03	0.0	0.0	0.0	0.00951022349025	0.0294816928198	0.0153748613092	0.0	0.0	0.0	0.0616579489618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000792518624188	0.0	0.0148993501347	0.0	0.85845617372	0.000158503724838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00443810429545	0.0	0.0	0.0	0.00190204469805	0.0	0.0	0.0	0.00332857822159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160T770.03	0.0	0.0	0.0	0.000738552437223	0.0587149187592	0.0249261447563	0.0	0.0	0.0	0.187038404727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000184638109306	0.0	0.709379615953	0.00166174298375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015694239291	0.0	0.0	0.0	0.000923190546529	0.0	0.0	0.0	0.000369276218612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000369276218612	0.0	0.0	0.0
A160RD69.03	2.29747736985e-05	0.0	0.0	0.0258925699582	0.0386435693608	0.0487754445619	0.0	0.0	0.0	0.176308413362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00546799614024	0.0	0.0143592335615	0.0	0.661351835684	0.00195285576437	2.29747736985e-05	0.0	0.0	0.0	2.29747736985e-05	0.0	0.0	0.0	0.0	0.0170243073106	0.0	0.0	0.0	0.000666268437256	0.00928180857419	0.0	0.0	0.000206772963286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160SPBG.03	0.000254755434783	0.0	0.0	0.000764266304348	0.0478091032609	0.00297214673913	0.0	0.0	0.0	0.0724354619565	0.0	0.0	0.0	0.0	0.0	0.0	8.49184782609e-05	0.0	0.0	0.00101902173913	0.0	0.862347146739	0.000339673913043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0102751358696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000509510869565	0.0	0.00118885869565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160T1C4.03	0.000459981600736	0.0	0.0	0.00333486660534	0.0	0.00655473781049	0.0	0.0	0.0	0.129829806808	0.0	0.0	0.0	0.0	0.0	0.0	0.000344986200552	0.0	0.0	0.00436982520699	0.0	0.841191352346	0.000459981600736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00655473781049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114995400184	0.0	0.0057497700092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160SDHY.03	0.0	0.0	0.0	0.0	0.0110829639012	0.02596580114	0.0	0.0	0.0	0.0433027232426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000158328055731	0.0	0.00055414819506	0.0	0.845155161495	0.00055414819506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030082330589	0.0	0.0	0.0692685243825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000949968334389	0.0	0.0	0.0
D160S9SQ.03	0.00017094017094	0.0	0.0	0.00153846153846	0.210256410256	0.0483760683761	0.0	0.0	0.0	0.0864957264957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034188034188	0.0	0.598803418803	0.00136752136752	0.0382905982906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00222222222222	0.0	0.0	0.0	0.0	0.00820512820513	0.0	0.0	0.00393162393162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160T70L.03	0.000235128144839	0.0	0.0	0.00105807665178	0.0	0.00411474253468	0.0	0.0	0.0	0.212085586645	0.0	0.0	0.0	0.0	0.0	0.0	0.000117564072419	0.0	0.0	0.00258640959323	0.0	0.762285445568	0.000117564072419	0.000117564072419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00752410063485	0.0	0.0	0.0	0.000352692217258	0.0	0.0	0.0	0.00705384434517	0.0	0.00223371737597	0.000117564072419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160TR3H.03	0.0	0.0	0.0	0.00259227255894	0.0402419454388	0.00444389581533	0.0	0.0	0.0	0.0415998024935	0.0	0.0	0.0	0.0	0.0	0.0	0.00185162325639	0.0	0.0	0.00802370077768	0.0	0.883471176398	0.00160474015554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0149364276015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000617207752129	0.0	0.000493766201703	0.000123441550426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160VYZ0.03	0.0	0.0	0.0	0.00085242408098	0.0042621204049	0.000639318060735	0.0	0.0	0.0	0.132658497603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00479488545551	0.0	0.774427277571	0.000106553010123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085242408098	0.0	0.0	0.0	0.0	0.0804475226425	0.0	0.0	0.00085242408098	0.0	0.000106553010123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160S1Q2.03	0.000155279503106	0.0	0.0	0.0153726708075	0.0801242236025	0.136801242236	0.0	0.0	0.0	0.152950310559	0.0	0.0	0.0	0.0	0.0	0.0	0.00139751552795	0.0	0.0	0.0425465838509	0.0	0.397670807453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17298136646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160TFNJ.03	0.00108678776587	0.0	0.0	0.00357087408787	0.00838379133675	0.0138177301661	0.0	0.0	0.0	0.182269833877	0.0	0.0	0.0	0.0	0.0	0.0	0.000155255395125	0.0	0.0	0.0164570718832	0.0	0.685142058687	0.00031051079025	0.0315168452104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002484086322	0.0	0.0	0.0	0.000465766185375	0.0206489675516	0.0	0.0	0.0336904207421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160VTFL.03	0.0	0.0	0.0	0.0	0.0662737684866	0.00811742466363	0.0	0.0	0.0	0.259868786834	0.0	0.0	0.0	0.0	0.0	0.0	0.000222395196264	0.0	0.0	0.00133437117758	0.0	0.658289780941	0.00355832314022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00111197598132	0.0	0.0	0.000889580785055	0.0	0.000333592794396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160S2NJ.03	0.0	0.0	0.0	0.00530354321824	0.0371248025276	0.0129767546829	0.0	0.0	0.0	0.039381629429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000225682690138	0.0	0.891446626044	0.000112841345069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000789889415482	0.0	0.0	0.0	0.000564206725344	0.0103814037463	0.0	0.0	0.00169262017603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160T3VG.03	0.0	0.0	0.0	0.0	0.224124751567	0.0	0.0	0.0	0.0	0.00137593640116	0.0	0.0	0.0	0.0	0.0	0.0	0.000152881822351	0.0	0.0	0.00336340009173	0.0	0.709983183	0.005656627427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0551903378688	0.0	0.000152881822351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160R8HL.03	0.000253485424588	0.0	0.0	0.00874524714829	0.1309252218	0.00101394169835	0.0	0.0	0.0	0.147148288973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00164765525982	0.0	0.697591888466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000380228136882	0.0	0.0	0.0122940430925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160SL9N.03	0.0	0.0	0.0	0.0408347288419	0.00837305165529	0.00244750740693	0.0	0.0	0.0	0.000128816179312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128816179312	0.0122375370347	0.0	0.932371505861	0.000128816179312	0.00167461033106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000515264717248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160S952.03	0.0	0.0	0.0	0.000132608407373	0.162710515847	0.00371303540644	0.0	0.00119347566636	0.0	0.0566237899483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000397825222119	0.0	0.762630950802	0.000265216814746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0118021482562	0.0	0.000530433629492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160RPTB.03	0.0	0.0	0.0	0.00537088111482	0.000290317898098	0.0	0.0	0.0	0.0	0.000145158949049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00522572216577	0.0	0.0390477572942	0.0	0.73581071273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.214109449848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160T9N6.03	0.0	0.0	0.0	0.0	0.00534390622306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000689536286847	0.0	0.0	0.00241337700396	0.0	0.81468712291	0.0127564213067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16410963627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160T96B.03	0.0	0.0	0.0	0.00106190931294	0.0304767972815	0.00615907401508	0.0	0.0	0.0	0.0860146543485	0.0	0.0	0.0	0.0	0.0	0.0	0.000106190931294	0.000637145587767	0.0	0.00223000955718	0.0	0.796325793777	0.00456621004566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0670064776468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00520335563343	0.0	0.000106190931294	0.0	0.0	0.0	0.0	0.0	0.0	0.000106190931294	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160SJFC.03	0.0	0.0	0.0	0.000122234445667	0.0970541498594	0.001466813348	0.0	0.000122234445667	0.0	0.106466202176	0.0	0.0	0.0	0.0	0.0	0.0	0.000122234445667	0.000122234445667	0.0	0.000122234445667	0.0	0.788412174551	0.000366703337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002200220022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00342256447867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160SP9K.03	0.0	0.0	0.0	0.000315556958031	0.000105185652677	0.000420742610708	0.0	0.0	0.0	0.000631113916062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000105185652677	0.0	0.0054696539392	0.0	0.987167350373	0.000315556958031	0.000315556958031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000105185652677	0.0	0.0	0.0	0.0	0.000105185652677	0.0	0.0	0.00494372567582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160RXQR.03	0.0	0.0	0.0	0.0223214285714	0.301630434783	0.0155279503106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00252329192547	0.0	0.0267857142857	0.0	0.200892857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.427989130435	0.0	0.0	0.00232919254658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160V4M3.03	0.000174337517434	0.0	0.0	0.0214435146444	0.056659693166	0.0146443514644	0.0	0.0	0.0	0.128312412831	0.0	0.0	0.0	0.0	0.0	0.0	0.000523012552301	0.0	0.0	0.0111576011158	0.0	0.724023709902	0.0015690376569	0.00871687587169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0217921896792	0.0	0.0	0.00488145048815	0.0	0.000523012552301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00557880055788	0.0	0.0	0.0
E160V3WX.03	0.0	0.0	0.0	0.00145560407569	0.0275241497949	0.00965991795686	0.0	0.0	0.0	0.156543601958	0.0	0.0	0.0	0.0	0.0	0.0	0.000264655286489	0.0	0.0	0.176525076088	0.0	0.55709937806	0.0	0.0628556305412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000793965859468	0.0	0.0	0.0	0.000132327643245	0.000529310572979	0.0	0.0	0.00635172687574	0.0	0.000264655286489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160VK9Q.03	0.0	0.0	0.0	0.022039552061	0.000595663569216	0.0167977126519	0.0	0.0	0.0	0.124731951394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000833928996903	0.0	0.00226352156302	0.0	0.826900166786	0.0	0.00035739814153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000119132713843	0.0	0.0	0.0	0.0	0.00536097212294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C160RZ8F.03	0.0	0.0	0.0	0.0	0.123108199684	0.0141179128078	0.0	0.0	0.0	0.150779308787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000225886604924	0.0	0.00158120623447	0.0	0.697876665914	0.00259769595663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000112943302462	0.0	0.0	0.00937429410436	0.0	0.000225886604924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160T6ZP.03	0.0	0.0	0.0	0.0265745726996	0.00163896043081	0.00831187075626	0.0	0.0	0.0	0.178880824163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00444860688363	0.0	0.761765394521	0.000234137204402	0.000117068602201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00538515570124	0.0	0.0	0.0	0.0	0.00620463591665	0.0	0.0	0.00620463591665	0.0	0.000234137204402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160QNR2.03	6.84197322508e-05	0.0	0.0	0.00399115104796	0.118388943371	0.00230346431911	0.0	0.0	0.0	0.230825370037	0.0	0.0	0.0	0.0	0.0	0.0	2.28065774169e-05	0.00187013934819	2.28065774169e-05	0.00519989965106	0.0	0.481401236116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0805984445914	0.0	0.0	0.0	0.0	0.00328414714804	0.0	0.0	0.0717722991311	0.0	0.0	0.000250872351586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D160S3L6.04	0.0	0.0	0.0	0.00575880758808	0.0989159891599	0.00582655826558	0.0	0.0	0.0	0.330691056911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00162601626016	0.0	0.00521680216802	0.0	0.434033423668	0.0	0.0	0.0	0.0	0.0	0.0	2.25835591689e-05	0.0	0.0	0.0	0.0576784101174	0.0	0.0	0.0	0.0	0.00338753387534	0.0	0.0	0.056820234869	0.0	0.0	2.25835591689e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
